,Region,Location,Period,"Medical Doctors per 10,000","Nurses and Midwifes per 10,000","Pharmacists per 10,000","Dentists per 10,000"
2243,Europe,Lithuania,1994,36.95,94.69,5.19,4.97
2244,Europe,Azerbaijan,1994,37.88,106.46,5.9,3.24
2245,Western Pacific,Malaysia,1994,4.46,16.3,0.76,0.86
2246,Europe,Denmark,1994,41.07,89.21,3.97,8.55
2247,Europe,Spain,1994,42.21,42.14,10.12,3.32
2248,Europe,Russian Federation,1994,42.97,3.71,0.31,2.76
2249,Europe,Turkey,1993,10.35,15.32,3.0,1.88
2250,Americas,Ecuador,1993,10.89,14.18,0.24,1.38
2251,Europe,Albania,1993,13.77,48.24,3.89,3.77
2252,Europe,Cyprus,1993,17.45,32.13,1.22,6.03
2253,Western Pacific,New Zealand,1993,19.23,93.54,9.81,3.66
2254,South-East Asia,Sri Lanka,1993,2.18,10.84,0.33,0.23
2255,South-East Asia,Thailand,1993,2.38,8.13,0.82,0.49
2256,Europe,Slovenia,1993,20.29,58.97,3.59,4.86
2257,Europe,Croatia,1993,20.49,46.02,3.81,5.66
2258,Europe,Tajikistan,1993,21.19,56.54,0.4,1.64
2259,Europe,Poland,1993,22.29,59.45,4.59,4.43
2260,Western Pacific,Australia,1993,23.87,110.44,5.75,4.3
2261,Europe,Czechia,1993,28.67,77.48,3.32,5.71
2262,Europe,Iceland,1993,29.53,134.88,9.1,10.01
2263,Europe,Hungary,1993,29.56,56.92,3.15,3.36
2264,Europe,Finland,1993,32.264,118.26,13.83,8.85
2265,Europe,Austria,1993,32.95,45.94,4.9,3.98
2266,Europe,Bulgaria,1993,33.61,69.62,2.81,6.76
2267,Europe,Republic of Moldova,1993,34.75,109.93,6.87,4.27
2268,Europe,Denmark,1993,35.46,89.81,3.66,8.43
2269,Europe,Sweden,1993,35.66,144.53,6.43,14.69
2270,Europe,Kazakhstan,1993,37.32,96.78,7.35,4.24
2271,Europe,Azerbaijan,1993,38.42,110.24,5.93,3.14
2272,Western Pacific,Malaysia,1993,4.29,15.37,0.69,0.83
2273,Europe,Spain,1993,41.75,42.34,9.99,3.09
2274,Europe,Russian Federation,1993,43.31,3.2,0.22,2.72
2275,Americas,Ecuador,1992,11.76,16.55,0.24,1.67
2276,Europe,Cyprus,1992,16.88,31.15,1.2,5.95
2277,Western Pacific,New Zealand,1992,19.03,87.94,9.76,3.64
2278,Europe,Croatia,1992,19.75,46.6,3.65,4.25
2279,Europe,Poland,1992,21.9,59.44,4.27,4.35
2280,Europe,Tajikistan,1992,23.14,57.46,1.13,1.55
2281,Western Pacific,Australia,1992,23.63,115.28,5.76,4.27
2282,Americas,Argentina,1992,26.36,20.48,3.12,6.5
2283,Europe,Czechia,1992,26.81,77.84,3.52,5.49
2284,Europe,Monaco,1992,27.18,148.87,20.07,11.65
2285,Europe,Iceland,1992,29.53,132.29,9.04,9.84
2286,Europe,Hungary,1992,30.06,53.64,3.27,3.25
2287,Europe,Finland,1992,31.485,112.24,13.62,8.74
2288,Europe,Bulgaria,1992,31.59,66.89,3.12,6.67
2289,Europe,Austria,1992,32.13,43.44,4.78,3.82
2290,Europe,Estonia,1992,32.49,69.43,4.53,5.52
2291,Europe,Kyrgyzstan,1992,33.04,100.6,2.51,2.83
2292,Europe,Republic of Moldova,1992,34.27,109.71,6.99,4.31
2293,Europe,Sweden,1992,34.68,140.75,6.25,14.55
2294,Europe,Denmark,1992,34.92,89.0,3.56,8.46
2295,Europe,Azerbaijan,1992,38.05,109.61,6.18,3.1
2296,Europe,Kazakhstan,1992,38.25,101.92,8.42,4.11
2297,Western Pacific,Malaysia,1992,4.1,14.73,0.72,0.83
2298,Europe,Spain,1992,41.26,41.83,9.82,3.0
2299,Europe,Russian Federation,1992,42.8,2.71,0.2,2.68
2300,Americas,Ecuador,1991,11.4,16.29,0.24,1.55
2301,South-East Asia,India,1991,12.31,3.79,2.01,0.15
2302,Europe,Bosnia and Herzegovina,1991,15.76,49.21,1.82,3.02
2303,Europe,Cyprus,1991,15.83,30.99,1.2,5.77
2304,Western Pacific,New Zealand,1991,18.89,93.19,9.92,3.63
2305,Europe,Croatia,1991,19.28,45.11,3.58,4.3
2306,South-East Asia,Thailand,1991,2.3,7.31,0.78,0.43
2307,Europe,Poland,1991,21.74,59.7,4.22,4.6
2308,Western Pacific,Australia,1991,23.25,120.32,6.8,4.19
2309,Europe,Tajikistan,1991,25.55,60.61,1.25,1.38
2310,Europe,Czechia,1991,26.76,77.48,3.66,5.49
2311,Europe,Iceland,1991,28.47,132.7,8.61,9.35
2312,Western Pacific,Malaysia,1991,3.92,14.45,0.66,0.82
2313,Europe,Hungary,1991,30.28,50.77,3.22,2.34
2314,Europe,Finland,1991,30.739,106.7,13.32,8.6
2315,Europe,Bulgaria,1991,30.77,66.39,3.72,6.78
2316,Europe,Austria,1991,30.88,41.65,4.62,3.72
2317,Europe,Denmark,1991,32.85,124.18,6.54,13.17
2318,Europe,Sweden,1991,33.61,136.68,6.13,14.43
2319,Europe,Republic of Moldova,1991,34.09,110.01,7.47,4.26
2320,Europe,Estonia,1991,35.26,71.09,5.24,5.31
2321,Europe,Kazakhstan,1991,37.34,103.97,8.52,4.0
2322,Europe,Azerbaijan,1991,38.46,113.5,6.09,3.04
2323,Europe,Lithuania,1991,39.08,94.59,5.37,5.73
2324,Europe,Spain,1991,41.35,41.14,9.6,2.87
2325,Africa,Zimbabwe,1990,1.3,14.96,0.34,0.13
2326,Europe,Albania,1990,13.78,45.1,3.65,3.4
2327,Europe,Cyprus,1990,15.2,31.43,1.22,5.43
2328,Europe,Bosnia and Herzegovina,1990,15.81,50.62,1.83,3.17
2329,Western Pacific,New Zealand,1990,18.66,92.01,10.21,3.61
2330,Europe,Spain,1990,20.37,28.3,9.36,2.65
2331,Europe,Slovenia,1990,20.57,53.89,3.26,5.64
2332,Europe,Croatia,1990,21.0,49.95,3.84,4.68
2333,Europe,Poland,1990,21.45,60.91,3.97,4.78
2334,Western Pacific,Australia,1990,21.6,115.9,5.26,4.22
2335,Europe,Tajikistan,1990,25.05,58.63,1.16,1.47
2336,Europe,Czechia,1990,27.21,78.01,3.85,5.46
2337,Europe,Iceland,1990,28.49,132.69,8.75,9.03
2338,Europe,Hungary,1990,29.4,54.42,3.27,2.27
2339,Western Pacific,Malaysia,1990,3.93,14.83,0.7,0.83
2340,Europe,Finland,1990,30.015,103.09,12.94,8.39
2341,Europe,Austria,1990,30.08,40.48,4.54,3.61
2342,Europe,Bulgaria,1990,32.3,69.54,4.95,6.92
2343,Europe,Sweden,1990,32.49,133.15,5.94,14.32
2344,Europe,Denmark,1990,33.3,121.09,6.35,13.08
2345,Europe,Republic of Moldova,1990,34.79,108.53,7.59,4.38
2346,Europe,Estonia,1990,35.01,87.95,5.9,5.17
2347,Europe,Azerbaijan,1990,38.02,111.95,6.25,2.99
2348,Europe,Kazakhstan,1990,38.64,95.99,8.5,4.04
2349,Europe,Lithuania,1990,40.04,109.9,5.41,6.05
2350,Eastern Mediterranean,Oman,1990,8.17,23.51,1.4,0.48
2351,Americas,Ecuador,1990,9.34,15.61,0.22,1.45
